carat,cut,color,clarity,depth,table,weight,size,price
0.87,Ideal,H,SI2,62.7,56,6.16,6.13,2816
0.83,Ideal,H,SI1,62.5,55,6.04,6,2816
0.71,Premium,E,SI1,61.3,56,5.78,5.73,2817
0.71,Ideal,I,VVS2,60.2,56,5.84,5.89,2817
0.71,Ideal,E,VS2,62.7,57,5.66,5.64,2817
0.71,Premium,E,VS2,62.3,58,5.69,5.65,2817
0.63,Ideal,F,VVS2,61.5,56,5.48,5.52,2817
0.71,Premium,E,SI1,59.2,59,5.86,5.83,2817
0.71,Premium,E,SI1,61.8,59,5.75,5.7,2817
0.71,Ideal,E,SI1,61.3,55,5.77,5.72,2817
0.71,Premium,E,SI1,61.4,58,5.77,5.73,2817
0.9,Ideal,J,VS2,62.8,55,6.2,6.16,2817
0.71,Good,E,SI1,62.8,64,5.6,5.54,2817
0.7,Premium,E,VS2,62.4,61,5.66,5.63,2818
0.7,Premium,E,VS2,59.3,60,5.78,5.73,2818
0.7,Premium,E,VS2,63,60,5.64,5.6,2818
1,Premium,H,I1,61.3,60,6.43,6.39,2818
0.86,Premium,F,SI2,59.3,62,6.36,6.22,2818
0.8,Ideal,H,SI1,61,57,6.07,6,2818
0.7,Ideal,E,VS1,62.9,57,5.66,5.61,2818
0.7,Premium,E,VS1,59.6,57,5.91,5.83,2818
0.7,Premium,F,VS2,61.8,60,5.69,5.64,2818
0.7,Premium,E,VS1,62.7,57,5.68,5.64,2818
1,Fair,H,SI2,65.3,62,6.34,6.12,2818
0.72,Very Good,G,VS1,63.8,58,5.64,5.68,2819
0.72,Ideal,H,VS1,62.3,56,5.73,5.77,2819
0.7,Good,F,VS1,59.7,63,5.76,5.79,2819
0.86,Good,F,SI2,64.3,60,5.97,5.95,2819
0.71,Ideal,G,VS1,62.9,58,5.66,5.69,2820
0.75,Ideal,E,SI1,62,57,5.8,5.78,2821
0.73,Premium,E,VS2,61.6,59,5.77,5.73,2821
0.53,Ideal,E,VVS1,61.9,55,5.2,5.21,2821
0.73,Premium,E,SI1,61.3,58,5.83,5.76,2821
0.73,Good,E,SI1,63.6,57,5.72,5.7,2821
0.73,Premium,E,SI1,59.6,61,5.92,5.85,2821
0.73,Premium,E,SI1,62.2,59,5.77,5.68,2821
0.73,Premium,D,SI1,61.7,55,5.84,5.82,2821
0.73,Very Good,E,SI1,63.2,58,5.76,5.7,2821
0.7,Premium,E,VS1,60.8,60,5.74,5.71,2822
0.72,Premium,E,VS2,60.3,59,5.84,5.8,2822
0.72,Premium,E,VS2,60.9,60,5.8,5.76,2822
0.72,Premium,E,VS2,62.4,59,5.77,5.7,2822
0.7,Premium,E,VS2,60.2,60,5.73,5.7,2822
0.6,Ideal,F,VVS2,62,55,5.37,5.4,2822
0.74,Ideal,I,VVS1,60.8,57,5.85,5.89,2822
0.73,Ideal,F,SI1,62.1,55,5.75,5.78,2822
0.71,Premium,D,SI1,62.7,60,5.71,5.67,2822
0.71,Premium,D,SI1,61.3,58,5.75,5.73,2822
0.7,Premium,D,SI1,60.2,60,5.82,5.75,2822
0.7,Ideal,D,SI1,60.7,56,5.75,5.72,2822
0.9,Good,J,VS2,64,61,6.04,6.03,2822
0.71,Ideal,D,SI1,60.2,56,5.86,5.83,2822
0.7,Premium,E,VS2,61.5,59,5.73,5.68,2822
0.7,Premium,E,VS2,62.6,56,5.71,5.66,2822
0.7,Ideal,D,SI1,59.7,58,5.82,5.77,2822
0.7,Good,E,SI1,61.4,64,5.71,5.66,2822
0.7,Ideal,D,SI1,62.5,57,5.62,5.59,2822
0.7,Ideal,D,SI1,61.8,56,5.73,5.63,2822
0.7,Premium,E,VS2,60.7,62,5.72,5.68,2822
0.7,Premium,F,VS2,60.6,58,5.8,5.72,2822
0.7,Ideal,D,SI1,61.4,54,5.75,5.71,2822
0.79,Very Good,D,SI2,62.8,59,5.86,5.9,2823
0.9,Good,I,SI1,63.8,57,6.06,6.13,2823
0.71,Premium,E,VS2,62.3,58,5.71,5.66,2823
0.61,Ideal,E,VVS2,61.3,54,5.51,5.59,2823
0.9,Fair,H,SI2,65.8,54,6.05,5.98,2823
0.71,Ideal,E,SI1,60.5,56,5.77,5.73,2823
0.71,Premium,D,VS2,61.2,59,5.74,5.69,2824
0.77,Ideal,I,VVS2,62.1,57,5.84,5.86,2824
0.74,Good,E,VS1,63.1,58,5.73,5.75,2824
0.82,Ideal,F,SI2,62.4,54,6.02,5.97,2824
0.82,Premium,E,SI2,60.8,60,6.05,6.03,2824
0.71,Premium,G,VS1,62.2,59,5.73,5.66,2825
0.83,Premium,H,SI1,60,59,6.08,6.05,2825
0.73,Very Good,G,VS1,62,57,5.75,5.8,2825
0.83,Premium,H,SI1,62.5,59,6.02,5.95,2825
1.17,Premium,J,I1,60.2,61,6.9,6.83,2825
0.91,Fair,H,SI2,61.3,67,6.24,6.19,2825
0.73,Premium,E,VS1,62.6,60,5.75,5.68,2826
0.7,Good,E,VS1,57.2,59,5.94,5.88,2826
0.9,Premium,I,SI2,62.2,59,6.11,6.07,2826
0.7,Premium,E,VS1,62.2,58,5.66,5.6,2826
0.7,Very Good,D,VS2,63.3,56,5.6,5.58,2826
0.7,Premium,E,VS1,59.4,61,5.78,5.74,2826
0.9,Very Good,I,SI2,63.5,56,6.17,6.07,2826
0.78,Premium,F,SI1,60.8,60,5.97,5.94,2826
0.96,Ideal,F,I1,60.7,55,6.41,6.37,2826
0.7,Very Good,D,SI1,62.3,59,5.67,5.7,2827
0.72,Good,D,VS2,64,54,5.68,5.7,2827
0.79,Premium,H,VVS2,62.6,58,5.96,5.9,2827
0.7,Ideal,H,VVS1,61.6,57,5.69,5.74,2827
0.7,Ideal,H,VVS1,62.3,55,5.66,5.7,2827
0.7,Ideal,D,SI2,60.6,57,5.74,5.77,2828
1.01,Premium,H,SI2,61.6,61,6.39,6.31,2828
0.72,Premium,F,VS1,62.2,58,5.75,5.7,2829
0.8,Good,E,SI2,63.7,54,5.91,5.87,2829
0.59,Ideal,E,VVS1,62,56,5.36,5.38,2829
0.72,Ideal,F,VS1,61.7,57,5.77,5.74,2829
0.75,Premium,E,SI2,61.9,57,5.88,5.82,2829
0.8,Premium,E,SI2,60.2,57,6.05,6.01,2829
0.71,Very Good,E,VS2,62.7,59,5.65,5.7,2830
0.77,Very Good,H,SI1,61.7,56,5.84,5.89,2830
0.97,Ideal,F,I1,60.7,56,6.41,6.43,2830
0.53,Ideal,F,VVS1,60.9,57,5.23,5.29,2830
0.53,Ideal,F,VVS1,61.8,57,5.16,5.19,2830
0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,2830
0.9,Premium,G,SI1,60.6,62,6.21,6.13,2830
0.76,Very Good,E,SI2,60.8,60,5.89,5.98,2831
0.72,Ideal,E,SI1,62.3,57,5.7,5.76,2831
0.75,Ideal,E,SI1,61.4,57,5.82,5.87,2831
0.72,Premium,E,SI1,62.1,58,5.73,5.76,2831
0.79,Ideal,G,SI1,61.8,56,5.93,5.91,2831
0.72,Very Good,F,VS2,62.5,58,5.71,5.75,2832
0.91,Very Good,I,SI2,62.8,61,6.15,6.18,2832
0.71,Premium,G,VVS2,62.1,57,5.75,5.65,2832
0.81,Premium,G,SI1,63,60,5.87,5.81,2832
0.82,Ideal,H,SI1,62.5,57,5.91,5.97,2832
0.71,Premium,F,VS1,62.2,58,5.72,5.66,2832
0.9,Good,J,SI1,64.3,63,6.05,6.01,2832
0.8,Very Good,I,VS2,62,58,5.86,5.95,2833
0.56,Very Good,E,IF,61,59,5.28,5.34,2833
0.7,Very Good,D,VS2,59.6,61,5.77,5.8,2833
0.7,Ideal,D,VS2,61,57,5.74,5.76,2833
0.61,Ideal,F,VVS2,61.7,55,5.45,5.48,2833
0.85,Ideal,H,SI2,62.5,57,6.02,6.07,2833
0.7,Ideal,F,SI1,60.7,57,5.73,5.75,2833
0.8,Ideal,G,VS2,62.2,56,5.94,5.87,2834
0.8,Ideal,H,VS2,62.8,57,5.91,5.87,2834
0.51,Very Good,D,VVS1,59.9,58,5.16,5.19,2834
0.53,Ideal,F,VVS1,61.4,57,5.2,5.23,2834
0.78,Ideal,I,VS2,61.8,55,5.92,5.95,2834
0.9,Very Good,J,SI1,63.4,54,6.17,6.14,2834
0.9,Fair,G,SI2,65.3,59,6.07,6,2834
0.77,Ideal,E,SI2,60.7,55,6.01,5.95,2834
0.73,Ideal,F,VS1,61.2,56,5.89,5.81,2835
0.63,Ideal,F,VVS2,61.9,57,5.47,5.51,2835
0.7,Ideal,E,VS2,61.5,54,5.7,5.75,2835
0.72,Ideal,E,VS2,62.8,57,5.71,5.73,2835
0.72,Ideal,E,SI1,61,57,5.78,5.8,2835
0.75,Premium,F,VS2,59.6,59,6.04,5.94,2835
0.82,Very Good,H,SI1,60.7,56,6.04,6.06,2836
0.71,Good,E,VS2,62.8,60,5.6,5.65,2836
0.7,Premium,E,VS1,62.6,59,5.69,5.66,2837
0.7,Ideal,E,VS1,61.8,56,5.74,5.69,2837
0.71,Ideal,F,SI1,59.8,53,5.86,5.82,2838
0.76,Very Good,H,SI1,60.9,55,5.92,5.94,2838
0.82,Fair,F,SI1,64.9,58,5.83,5.79,2838
0.72,Premium,F,VS1,58.8,60,5.91,5.89,2838
0.7,Premium,F,VS2,62.3,58,5.72,5.64,2838
0.7,Premium,F,VS2,61.7,58,5.69,5.63,2838
0.7,Premium,G,VS1,62.6,55,5.73,5.64,2838
0.7,Premium,F,VS2,59.4,61,5.83,5.79,2838
0.7,Very Good,E,SI1,63.5,59,5.53,5.49,2838
0.7,Premium,F,VS2,60.9,61,5.71,5.66,2838
0.7,Premium,F,VS2,59.5,58,5.85,5.75,2838
0.7,Premium,G,VS1,63,60,5.64,5.57,2838
0.74,Very Good,E,SI1,60,57,5.85,5.89,2839
0.71,Ideal,F,VS1,61.5,57,5.74,5.71,2839
0.7,Ideal,F,VS1,61.6,54,5.75,5.72,2839
0.71,Ideal,F,VS1,62.1,55,5.82,5.68,2839
0.71,Premium,F,VS1,59.1,61,5.84,5.81,2839
0.71,Premium,F,VS1,59,60,5.82,5.8,2839
0.71,Premium,F,VS1,60.5,58,5.75,5.72,2839
0.7,Ideal,F,VS1,62.4,53,5.73,5.71,2839
0.73,Ideal,G,VS2,61.8,54,5.8,5.82,2839
0.7,Ideal,E,VS2,62.1,54,5.69,5.72,2839
0.7,Ideal,G,VS1,61.3,57,5.71,5.74,2839
0.71,Premium,G,VVS2,60.3,58,5.82,5.78,2839
0.71,Premium,F,VS1,59.2,58,5.87,5.82,2839
0.79,Premium,G,VS2,59.3,62,6.09,6.01,2839
0.71,Premium,F,VS1,62.7,59,5.7,5.62,2839
0.77,Very Good,H,VS1,61,60,5.9,5.87,2840
0.75,Very Good,F,SI2,59.8,56,5.85,5.92,2840
0.7,Ideal,F,SI1,61,56,5.75,5.8,2840
0.71,Premium,F,VS2,59.3,56,5.88,5.82,2840
0.92,Ideal,D,SI2,61.9,56,6.27,6.2,2840
0.83,Premium,F,SI2,61.4,59,6.08,6.04,2840
0.7,Premium,H,VVS1,59.2,60,5.87,5.78,2840
0.73,Premium,F,VS2,60.3,59,5.9,5.87,2841
0.71,Very Good,D,VS1,63.4,55,5.69,5.61,2841
0.73,Very Good,D,SI1,63.9,57,5.66,5.71,2841
0.82,Ideal,F,SI2,61.7,53,6,6.12,2841
0.82,Ideal,F,SI2,62.3,56,5.96,6.02,2841
0.82,Very Good,F,SI2,59.7,57,6.12,6.14,2841
0.52,Ideal,F,VVS1,61.2,56,5.19,5.21,2841
1,Premium,F,I1,58.9,60,6.6,6.55,2841
0.95,Fair,G,SI1,66.7,56,6.16,6.03,2841
0.73,Ideal,D,SI1,61.4,57,5.76,5.8,2841
0.73,Premium,F,VS2,59.9,59,5.87,5.77,2841
0.73,Premium,G,VS1,61.4,58,5.82,5.77,2841
0.8,Ideal,I,VS1,62.6,54,5.92,5.96,2842
0.7,Premium,F,VS2,58.7,61,5.8,5.72,2842
0.7,Very Good,E,VS2,60.2,62,5.71,5.75,2843
0.7,Very Good,E,VS2,62.7,58,5.65,5.67,2843
0.71,Very Good,E,VS2,59.4,58,5.76,5.82,2843
0.81,Very Good,F,SI2,63.2,58,5.91,5.92,2843
0.71,Very Good,D,SI1,61.5,58,5.73,5.79,2843
0.73,Ideal,G,VVS2,61.3,57,5.81,5.84,2843
0.73,Very Good,F,VS1,61.8,59,5.73,5.79,2843
0.72,Ideal,E,VS2,62,57,5.71,5.74,2843
0.81,Ideal,F,SI2,62.1,57,5.91,5.95,2843
0.71,Ideal,G,VVS2,60.7,57,5.81,5.78,2843
0.73,Very Good,E,SI1,57.7,61,5.92,5.96,2844
0.7,Very Good,E,VS1,62,59,5.65,5.68,2844
1.01,Ideal,I,I1,61.5,57,6.45,6.46,2844
1.01,Good,I,I1,63.1,57,6.35,6.39,2844
0.79,Ideal,H,VS2,62.5,57,5.91,5.93,2844
0.7,Very Good,E,VS2,61.8,59,5.65,5.68,2845
0.7,Very Good,E,VS2,58.9,60,5.83,5.85,2845
0.8,Good,H,VS2,63.4,60,5.92,5.82,2845
1.27,Premium,H,SI2,59.3,61,7.12,7.05,2845
0.79,Ideal,D,SI1,61.5,56,5.96,5.91,2846
0.72,Very Good,F,VS1,60.2,59,5.79,5.84,2846
0.73,Ideal,H,VVS2,61.6,56,5.79,5.84,2846
1.01,Fair,H,SI2,65.4,59,6.3,6.26,2846
1.01,Good,H,I1,64.2,61,6.25,6.18,2846
0.73,Ideal,E,SI1,59.1,59,5.92,5.95,2846
0.7,Ideal,E,SI1,61.6,57,5.71,5.76,2846
0.7,Good,F,VS2,59.1,61,5.76,5.84,2846
0.77,Premium,E,SI1,62.9,59,5.84,5.79,2846
0.77,Premium,G,VS2,61.3,60,5.91,5.81,2846
0.77,Premium,G,VS1,61.4,58,5.94,5.89,2846
0.84,Very Good,H,SI1,61.2,57,6.1,6.12,2847
0.72,Ideal,E,SI1,60.3,57,5.83,5.85,2847
0.76,Premium,D,SI1,61.1,59,5.93,5.88,2847
0.7,Very Good,G,VVS2,62.9,59,5.61,5.68,2848
0.54,Ideal,D,VVS2,61.5,55,5.25,5.29,2848
0.75,Fair,D,SI2,64.6,57,5.74,5.72,2848
0.79,Good,E,SI1,64.1,54,5.86,5.84,2849
0.74,Very Good,E,VS1,63.1,58,5.75,5.73,2849
0.7,Very Good,E,VS2,61,60,5.74,5.77,2850
0.7,Ideal,F,VS2,60.8,59,5.69,5.79,2850
0.75,Ideal,J,SI1,61.5,56,5.83,5.87,2850
1.2,Very Good,H,I1,63.1,60,6.75,6.67,2850
0.8,Very Good,F,SI1,63.4,57,5.89,5.82,2851
0.66,Ideal,D,VS1,62.1,56,5.54,5.57,2851
0.87,Very Good,F,SI2,61,63,6.22,6.07,2851
0.86,Premium,H,SI1,62.7,59,6.04,5.98,2851
0.74,Ideal,F,SI1,61,57,5.85,5.81,2851
0.58,Very Good,E,IF,60.6,59,5.37,5.43,2852
0.78,Ideal,I,VS1,61.5,57,5.88,5.92,2852
0.74,Ideal,G,SI1,61.3,55,5.85,5.86,2852
0.73,Ideal,E,SI1,62.7,55,5.7,5.79,2852
0.91,Very Good,I,SI1,63.5,57,6.12,6.07,2852
0.71,Premium,F,VS2,62.6,58,5.67,5.7,2853
0.71,Good,G,VS1,63.5,55,5.64,5.66,2853
0.79,Ideal,D,SI2,62.8,57,5.9,5.85,2853
0.79,Premium,D,SI2,60,60,6.07,6.03,2853
0.71,Premium,E,SI1,62.7,58,5.73,5.66,2853
0.82,Premium,I,VS1,61.9,58,5.99,5.97,2853
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,2854
0.7,Very Good,E,VS1,62.4,56,5.64,5.7,2854
1.12,Premium,H,I1,59.1,61,6.78,6.75,2854
0.73,Premium,E,VS2,62,57,5.86,5.76,2854
0.91,Fair,J,VS2,64.4,62,6.06,6.03,2854
0.91,Fair,J,VS2,65.4,60,6.04,6,2854
0.91,Good,J,VS2,64.2,58,6.12,6.09,2854
0.91,Fair,H,SI1,65.8,58,6.04,6.01,2854
0.7,Premium,E,VS1,58.4,59,5.91,5.83,2854
0.68,Premium,F,VVS2,61.7,57,5.67,5.64,2854
0.73,Very Good,F,VS2,62.5,57,5.7,5.75,2855
1.03,Good,J,SI1,63.6,57,6.38,6.29,2855
0.74,Premium,D,VS2,62.4,57,5.8,5.74,2855
0.98,Fair,E,SI2,53.3,67,6.82,6.74,2855
1.02,Fair,I,SI1,53,63,6.84,6.77,2856
1,Fair,G,SI2,67.8,61,5.96,5.9,2856
1.02,Ideal,H,SI2,61.6,55,6.49,6.43,2856
0.6,Ideal,F,VVS2,60.8,57,5.44,5.49,2856
0.8,Ideal,G,SI2,61.6,56,5.97,6.01,2856
0.97,Ideal,F,I1,60.7,56,6.43,6.41,2856
1,Fair,I,SI1,67.9,62,6.19,6.03,2856
0.26,Ideal,E,VS1,62.3,57,4.05,4.08,556
0.26,Ideal,E,VS1,62.1,56,4.09,4.12,556
0.36,Ideal,H,SI1,61.9,55,4.57,4.59,556
0.34,Good,G,VS2,57.5,61,4.6,4.66,556
0.34,Good,E,SI1,63.3,57,4.44,4.47,556
0.34,Good,E,SI1,63.5,55,4.44,4.47,556
0.34,Good,E,SI1,63.4,55,4.44,4.46,556
0.34,Very Good,G,VS2,59.6,62,4.54,4.56,556
0.34,Ideal,E,SI1,62.2,54,4.47,4.5,556
0.32,Good,E,VS2,64.1,54,4.34,4.37,556
0.31,Ideal,I,VVS1,61.6,55,4.36,4.41,557
0.31,Ideal,I,VVS1,61.3,56,4.36,4.38,557
0.31,Ideal,I,VVS1,62.3,54,4.37,4.4,557
0.31,Ideal,I,VVS1,62,54,4.37,4.4,557
0.31,Ideal,I,VVS1,62.7,53,4.33,4.35,557
0.31,Ideal,I,VVS1,62.2,53,4.36,4.38,557
0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,557
0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,557
0.31,Ideal,H,VS1,61.8,54.2,4.33,4.37,557
0.33,Premium,G,SI2,59.4,59,4.52,4.5,557
0.33,Premium,F,SI2,62.3,58,4.43,4.4,557
0.33,Premium,G,SI2,62.6,58,4.42,4.4,557
0.33,Ideal,G,SI2,61.9,56,4.45,4.41,557
0.33,Premium,F,SI2,63,58,4.42,4.4,557
0.33,Premium,J,VS1,62.8,58,4.41,4.38,557
0.33,Premium,J,VS1,61.5,61,4.46,4.39,557
0.33,Ideal,J,VS1,62.1,55,4.44,4.41,557
0.33,Ideal,I,SI1,63,57,4.39,4.37,557
0.33,Good,I,SI1,63.6,53,4.43,4.4,557
0.33,Premium,I,SI1,60.4,59,4.54,4.5,557
1,Fair,H,SI2,66.1,56,6.21,5.97,2856
0.77,Premium,F,SI1,60.8,59,5.92,5.86,2856
0.77,Premium,F,SI1,61,58,5.94,5.9,2856
0.7,Good,E,VVS2,60.1,63,5.68,5.71,2857
0.9,Very Good,G,SI2,63.1,58,6.08,6.02,2857
0.72,Ideal,E,SI1,62.3,57,5.76,5.7,2857
0.9,Premium,I,VS2,61.9,59,6.2,6.14,2857
0.72,Premium,E,SI1,62.1,58,5.76,5.73,2857
0.7,Ideal,G,VVS2,62.1,56,5.63,5.71,2858
0.81,Very Good,F,SI1,61.3,57,6.02,6.05,2858
0.81,Very Good,F,SI1,61.7,57,6,6.05,2858
0.71,Premium,E,VS2,61,60,5.76,5.69,2858
0.7,Premium,E,VS2,61.4,59,5.73,5.7,2858
0.71,Premium,E,VS2,61.5,60,5.76,5.68,2858
0.71,Very Good,E,VS2,63.5,59,5.68,5.59,2858
0.92,Premium,J,SI1,62.9,58,6.22,6.18,2858
0.76,Ideal,E,SI1,62.7,54,5.88,5.83,2858
0.73,Ideal,D,SI1,61.5,56,5.84,5.8,2858
0.71,Premium,D,VS2,60.4,62,5.74,5.72,2858
0.7,Good,E,VVS2,63.6,62,5.61,5.58,2858
0.9,Fair,G,SI2,64.5,56,6.06,6,2858
0.71,Fair,D,VS2,56.9,65,5.89,5.84,2858
0.7,Ideal,D,VS2,61,57,5.76,5.74,2859
0.7,Premium,D,VS2,62.4,56,5.72,5.66,2859
0.77,Premium,F,VS1,60.9,60,5.91,5.88,2859
0.71,Ideal,G,VS1,61.5,56,5.74,5.78,2859
0.7,Premium,D,VS2,59.6,61,5.8,5.77,2859
0.75,Fair,F,VS1,55.8,70,6.09,5.98,2859
0.83,Premium,E,SI2,59.2,60,6.17,6.12,2859
0.71,Very Good,F,VS2,61.3,61,5.68,5.73,2860
0.9,Very Good,J,SI2,63.6,58,6.07,6.1,2860
0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,2860
0.71,Premium,D,VS1,62.9,57,5.66,5.6,2860
0.53,Ideal,F,VVS1,61.4,57,5.23,5.2,2860
0.71,Premium,D,SI1,60.7,58,5.95,5.78,2861
0.62,Ideal,G,VVS2,61.6,56,5.45,5.48,2861
0.62,Ideal,G,VVS2,61.6,56,5.48,5.51,2861
0.9,Premium,I,SI1,63,58,6.09,6.01,2861
0.62,Fair,F,IF,60.1,61,5.53,5.56,2861
0.82,Premium,E,SI2,61.7,59,6.01,5.98,2861
0.66,Premium,D,VS1,61,58,5.67,5.57,2861
0.7,Very Good,D,SI1,62.5,55,5.67,5.72,2862
0.8,Very Good,F,SI1,62.6,58,5.9,5.92,2862
0.8,Very Good,D,SI2,62.5,59,5.88,5.92,2862
0.79,Premium,F,SI1,62.3,54,5.97,5.91,2862
0.71,Very Good,F,VVS1,63.2,60,5.65,5.61,2862
0.7,Ideal,H,VS2,61.1,57,5.71,5.74,2862
0.7,Very Good,E,VS2,58.7,63,5.73,5.69,2862
0.79,Premium,H,VS1,60,60,6.07,5.99,2862
0.7,Premium,E,VS2,59.5,59,5.82,5.77,2862
1.22,Premium,E,I1,60.9,57,6.93,6.88,2862
1.01,Fair,E,SI2,67.6,57,6.21,6.11,2862
0.73,Premium,E,VS2,62.5,61,5.78,5.64,2862
0.91,Good,I,VS2,64.3,58,6.05,6.09,2863
0.71,Ideal,D,SI1,60.8,56,5.8,5.77,2863
0.83,Premium,G,SI1,62.3,58,6.01,5.97,2863
0.84,Premium,F,SI2,62.3,59,6.06,6.01,2863
0.71,Premium,D,SI1,61,61,5.82,5.75,2863
0.71,Premium,D,SI1,59.7,59,5.82,5.8,2863
0.71,Premium,D,SI1,61.7,56,5.8,5.68,2863
0.71,Ideal,D,SI1,61.7,57,5.75,5.7,2863
0.71,Premium,D,SI1,61.4,58,5.79,5.75,2863
0.71,Premium,D,SI1,60.6,58,5.79,5.77,2863
0.91,Premium,J,SI1,59.5,62,6.4,6.18,2863
0.9,Premium,J,VS2,59.8,62,6.24,6.21,2863
0.71,Premium,H,VVS2,61.5,62,5.74,5.68,2863
0.71,Premium,E,SI1,59.1,61,5.84,5.8,2863
0.72,Ideal,F,VS2,59.5,57,5.91,5.86,2863
0.72,Premium,E,SI1,60.9,60,5.78,5.74,2863
0.71,Ideal,E,VS2,61,55,5.79,5.75,2863
0.81,Ideal,E,SI2,60.3,57,6.07,6.04,2864
0.83,Very Good,I,VS2,61.6,58,6.05,6.07,2865
0.73,Premium,D,SI1,60.8,55,5.87,5.81,2865
0.56,Very Good,D,VVS1,62,56,5.25,5.3,2866
0.56,Very Good,D,VVS1,61.8,55,5.27,5.31,2866
0.71,Ideal,E,VS1,62.2,55,5.74,5.7,2866
0.7,Ideal,H,VVS1,62.3,58,5.66,5.7,2866
0.96,Premium,I,SI1,61.3,58,6.39,6.3,2866
0.71,Very Good,H,VVS1,62.9,57,5.67,5.69,2867
0.7,Ideal,D,VS2,62.4,57,5.68,5.61,2867
0.71,Ideal,H,VVS1,60.4,57,5.78,5.81,2867
0.8,Premium,H,VS2,61.2,53,6.05,5.98,2867
0.95,Premium,F,SI2,58.4,57,6.49,6.41,2867
0.82,Ideal,F,SI2,62.3,56,5.99,5.95,2867
0.52,Ideal,F,VVS1,61.2,56,5.21,5.19,2867
0.82,Ideal,F,SI2,61.7,53,6.12,6,2867
0.82,Ideal,F,SI2,62.3,56,6.02,5.96,2867
0.82,Premium,F,SI2,59.7,57,6.14,6.12,2867
0.8,Ideal,G,SI1,61.3,57,5.96,5.91,2867
0.96,Fair,F,SI2,68.2,61,6.07,5.88,2867
0.72,Ideal,I,VS1,62.4,55,5.72,5.75,2868
0.62,Ideal,G,IF,60.5,57,5.52,5.56,2868
0.79,Premium,E,SI2,61,58,5.96,5.9,2868
0.75,Very Good,E,SI1,63.1,56,5.78,5.7,2868
1.08,Premium,D,I1,61.9,60,6.55,6.48,2869
0.72,Ideal,E,SI1,60.8,55,5.77,5.84,2869
0.62,Ideal,G,IF,61.8,56,5.43,5.47,2869
0.73,Ideal,G,VVS2,61.3,57,5.84,5.81,2869
0.72,Ideal,H,VVS2,60.9,57,5.79,5.77,2869
0.52,Premium,F,VVS2,61.8,60,5.16,5.13,2870
0.83,Ideal,E,SI2,62.2,57,6,6.05,2870
0.64,Premium,E,VVS2,62.1,58,5.56,5.51,2870
0.8,Ideal,G,SI1,62.5,57,5.94,5.9,2870
0.74,Ideal,H,SI1,62.1,56,5.77,5.83,2870
0.72,Ideal,F,SI1,61.5,56,5.72,5.79,2870
0.82,Ideal,H,VS2,59.5,57,6.12,6.09,2870
0.73,Premium,E,VS1,61.3,59,5.81,5.78,2870
1.04,Premium,I,I1,61.6,61,6.47,6.45,2870
0.73,Very Good,E,SI1,61.3,58,5.76,5.83,2871
0.73,Good,E,SI1,63.6,57,5.7,5.72,2871
0.9,Premium,J,SI1,62.8,59,6.13,6.03,2871
0.75,Ideal,I,SI1,61.8,55,5.83,5.85,2871
0.79,Ideal,G,SI1,62.6,55,5.91,5.95,2871
0.7,Good,D,SI1,62.5,56.7,5.59,5.62,2872
0.75,Very Good,D,SI1,60.7,55,5.87,5.92,2872
1.02,Ideal,I,I1,61.7,56,6.44,6.49,2872
0.7,Very Good,G,SI2,59,62,5.79,5.81,2872
0.7,Ideal,D,SI1,61.8,56,5.63,5.73,2872
0.7,Good,E,SI1,61.4,64,5.66,5.71,2872
0.7,Ideal,D,SI1,61.4,54,5.71,5.75,2872
0.7,Ideal,D,SI1,60.7,56,5.72,5.75,2872
0.7,Very Good,D,SI1,60.2,60,5.75,5.82,2872
0.72,Very Good,E,VS2,58.3,57,5.89,5.94,2872
0.74,Ideal,E,SI1,62.3,58,5.74,5.78,2872
0.84,Good,G,SI1,65.1,55,5.88,5.97,2872
0.76,Very Good,F,VS2,62,58,5.8,5.86,2873
0.77,Very Good,E,SI1,63.2,58,5.8,5.84,2873
0.76,Ideal,E,SI2,62.8,56,5.78,5.82,2873
1,Ideal,I,SI2,61.7,56,6.45,6.41,2873
1,Fair,H,SI1,65.5,62,6.14,6.07,2873
0.9,Fair,I,SI1,65.7,58,6.03,6,2873
0.9,Premium,J,SI1,61.8,58,6.16,6.13,2873
0.9,Good,J,SI1,64,61,6,5.96,2873
0.9,Fair,I,SI1,65.3,61,5.98,5.94,2873
0.9,Fair,I,SI1,65.8,56,6.01,5.96,2873
0.9,Premium,J,SI1,60.9,61,6.26,6.22,2873
0.78,Premium,F,VS2,62.6,58,5.91,5.82,2874
0.71,Premium,D,VS2,61.2,59,5.69,5.74,2874
0.7,Premium,F,VS1,59,59,5.79,5.77,2874
0.7,Premium,F,VS1,60.8,62,5.71,5.67,2874
0.7,Premium,G,VVS2,61.8,58,5.67,5.63,2874
0.7,Ideal,F,VS1,61,55,5.77,5.73,2874
0.7,Ideal,F,VS1,61.6,55,5.75,5.71,2874
0.7,Ideal,F,VS1,62.4,56,5.69,5.65,2874
0.7,Premium,G,VVS2,62.9,59,5.68,5.61,2874
1,Fair,H,SI2,67.7,60,6.11,5.98,2875
0.77,Ideal,H,SI1,62.4,56,5.84,5.9,2875
